profession_name,user_id,lesson_id,lesson_name,lesson_datetime,next_lesson_datetime,delta_seconds,completion_flag
data-analyst,11537,914,lesson - 914,2020-03-17 09:38:21.0000000,2020-03-17 11:48:18.0000000,7797,NORMAL
data-scientist,13045,763,lesson - 763,2020-03-17 09:38:40.0000000,2020-04-16 06:08:19.0000000,2579379,NORMAL
data-scientist,13836,832,lesson - 832,2020-03-17 09:58:10.0000000,2020-03-26 19:33:23.0000000,812113,NORMAL
software-engineer,13386,338,lesson - 338,2020-03-17 09:59:30.0000000,2020-04-03 22:07:42.0000000,1512492,NORMAL
data-analyst,11844,954,lesson - 954,2020-03-17 10:01:20.0000000,2020-03-19 20:35:30.0000000,210850,NORMAL
data-analyst,10104,3,lesson - 3,2020-03-17 10:01:53.0000000,2020-04-10 19:51:49.0000000,2108996,NORMAL
software-engineer,12356,415,lesson - 415,2020-03-17 10:07:46.0000000,2020-03-19 17:03:52.0000000,197766,NORMAL
software-engineer,14973,594,lesson - 594,2020-03-17 10:12:55.0000000,2020-03-19 11:03:24.0000000,175829,NORMAL
software-engineer,13297,403,lesson - 403,2020-03-17 10:13:29.0000000,2020-03-19 09:43:14.0000000,170985,NORMAL
software-engineer,14545,141,lesson - 141,2020-03-17 10:18:54.0000000,2020-03-23 11:02:06.0000000,520992,NORMAL
software-engineer,11799,422,lesson - 422,2020-03-17 10:19:49.0000000,2020-04-09 01:10:36.0000000,1954247,NORMAL
software-engineer,14062,697,lesson - 697,2020-03-17 10:21:14.0000000,2020-03-23 22:44:49.0000000,563015,NORMAL
data-scientist,11928,850,lesson - 850,2020-03-17 10:23:06.0000000,2020-03-21 14:11:56.0000000,359330,NORMAL
software-engineer,14196,137,lesson - 137,2020-03-17 10:25:27.0000000,2020-04-01 01:24:50.0000000,1263563,NORMAL
software-engineer,13876,141,lesson - 141,2020-03-17 10:42:24.0000000,2020-04-03 00:09:29.0000000,1430825,NORMAL
data-scientist,13982,271,lesson - 271,2020-03-17 10:42:41.0000000,2020-03-18 19:59:53.0000000,119832,NORMAL
software-engineer,14848,813,lesson - 813,2020-03-17 10:50:50.0000000,2020-04-29 23:25:53.0000000,3760503,NORMAL
software-engineer,14833,602,lesson - 602,2020-03-17 10:55:41.0000000,2020-03-26 10:54:35.0000000,777534,NORMAL
data-analyst,12087,325,lesson - 325,2020-03-17 11:01:19.0000000,2020-03-17 12:52:29.0000000,6670,NORMAL
software-engineer,12410,544,lesson - 544,2020-03-17 11:03:27.0000000,2020-03-22 02:44:38.0000000,402071,NORMAL
software-engineer,14204,586,lesson - 586,2020-03-17 11:04:26.0000000,2020-03-17 14:05:12.0000000,10846,NORMAL
software-engineer,11898,296,lesson - 296,2020-03-17 11:14:09.0000000,2020-03-18 13:46:09.0000000,95520,NORMAL
data-scientist,12593,517,lesson - 517,2020-03-17 11:18:11.0000000,2020-03-17 16:46:26.0000000,19695,NORMAL
software-engineer,10609,263,lesson - 263,2020-03-17 11:19:19.0000000,2020-03-24 02:46:16.0000000,574017,NORMAL
data-scientist,10936,879,lesson - 879,2020-03-17 11:21:41.0000000,2020-03-21 17:49:54.0000000,368893,NORMAL
data-scientist,14871,128,lesson - 128,2020-03-17 11:24:19.0000000,2020-03-20 11:44:13.0000000,260394,NORMAL
software-engineer,14278,439,lesson - 439,2020-03-17 11:30:14.0000000,2020-03-21 08:49:58.0000000,335984,NORMAL
data-scientist,14787,951,lesson - 951,2020-03-17 11:40:56.0000000,2020-03-25 11:30:42.0000000,690586,NORMAL
data-scientist,13226,360,lesson - 360,2020-03-17 11:41:33.0000000,2020-03-26 21:45:52.0000000,813859,NORMAL
data-analyst,12907,527,lesson - 527,2020-03-17 11:41:55.0000000,2020-03-31 09:27:27.0000000,1201532,NORMAL
data-analyst,11537,857,lesson - 857,2020-03-17 11:48:18.0000000,2020-03-21 05:43:10.0000000,323692,NORMAL
software-engineer,11578,339,lesson - 339,2020-03-17 11:55:50.0000000,2020-03-21 13:23:04.0000000,350834,NORMAL
data-analyst,11061,180,lesson - 180,2020-03-17 12:21:20.0000000,2020-03-20 19:19:28.0000000,284288,NORMAL
software-engineer,13216,410,lesson - 410,2020-03-17 12:37:16.0000000,2020-03-22 15:51:43.0000000,443667,NORMAL
software-engineer,10278,912,lesson - 912,2020-03-17 12:38:41.0000000,2020-03-18 11:45:21.0000000,83200,NORMAL
data-scientist,10253,319,lesson - 319,2020-03-17 12:52:16.0000000,2020-04-09 12:07:28.0000000,1984512,NORMAL
data-analyst,12087,690,lesson - 690,2020-03-17 12:52:29.0000000,2020-03-26 18:43:48.0000000,798679,NORMAL
software-engineer,13349,824,lesson - 824,2020-03-17 12:55:48.0000000,2020-03-25 13:23:42.0000000,692874,NORMAL
data-scientist,13547,386,lesson - 386,2020-03-17 13:06:57.0000000,2020-04-08 18:37:39.0000000,1920642,NORMAL
data-scientist,11344,942,lesson - 942,2020-03-17 13:29:42.0000000,2020-03-27 01:29:07.0000000,820765,NORMAL
data-analyst,10331,116,lesson - 116,2020-03-17 13:39:01.0000000,2020-03-22 08:22:12.0000000,412991,NORMAL
data-analyst,13350,2,lesson - 2,2020-03-17 13:50:32.0000000,2020-03-25 08:44:37.0000000,672845,NORMAL
software-engineer,13055,476,lesson - 476,2020-03-17 14:02:11.0000000,2020-04-03 00:20:00.0000000,1419469,NORMAL
software-engineer,13497,519,lesson - 519,2020-03-17 14:02:16.0000000,2020-04-11 22:43:41.0000000,2191285,NORMAL
data-analyst,12428,95,lesson - 95,2020-03-17 14:04:47.0000000,2020-03-24 07:51:16.0000000,582389,NORMAL
software-engineer,11537,12,lesson - 12,2020-03-17 14:04:56.0000000,2020-03-24 10:54:05.0000000,593349,NORMAL
software-engineer,14204,652,lesson - 652,2020-03-17 14:05:12.0000000,2020-03-17 23:34:29.0000000,34157,NORMAL
data-analyst,10784,792,lesson - 792,2020-03-17 14:15:28.0000000,2020-03-23 04:17:36.0000000,482528,NORMAL
data-scientist,12389,37,lesson - 37,2020-03-17 14:28:18.0000000,2020-04-26 23:23:31.0000000,3488113,NORMAL
data-analyst,10053,252,lesson - 252,2020-03-17 14:36:32.0000000,2020-03-18 05:32:40.0000000,53768,NORMAL
data-scientist,10271,829,lesson - 829,2020-03-17 14:37:47.0000000,2020-03-29 18:14:58.0000000,1049831,NORMAL
data-scientist,14209,108,lesson - 108,2020-03-17 14:37:54.0000000,2020-03-29 08:11:08.0000000,1013594,NORMAL
data-scientist,13213,663,lesson - 663,2020-03-17 14:38:21.0000000,2020-04-04 17:08:41.0000000,1564220,NORMAL
software-engineer,12612,519,lesson - 519,2020-03-17 14:45:42.0000000,2020-03-19 20:33:28.0000000,193666,NORMAL
software-engineer,13455,786,lesson - 786,2020-03-17 14:50:36.0000000,2020-03-21 15:00:16.0000000,346180,NORMAL
software-engineer,13882,680,lesson - 680,2020-03-17 15:01:25.0000000,2020-03-23 14:53:06.0000000,517901,NORMAL
software-engineer,12431,138,lesson - 138,2020-03-17 15:14:23.0000000,2020-03-18 21:30:27.0000000,108964,NORMAL
software-engineer,11513,781,lesson - 781,2020-03-17 15:21:29.0000000,2020-03-18 15:17:05.0000000,86136,NORMAL
software-engineer,13915,439,lesson - 439,2020-03-17 15:21:35.0000000,2020-03-26 02:44:02.0000000,732147,NORMAL
software-engineer,10926,869,lesson - 869,2020-03-17 15:42:38.0000000,2020-03-18 01:41:19.0000000,35921,NORMAL
data-scientist,14614,833,lesson - 833,2020-03-17 16:01:00.0000000,2020-03-29 20:13:53.0000000,1051973,NORMAL
data-analyst,14481,747,lesson - 747,2020-03-17 16:03:37.0000000,2020-03-18 20:46:40.0000000,103383,NORMAL
data-scientist,13767,412,lesson - 412,2020-03-17 16:12:51.0000000,2020-03-18 15:28:13.0000000,83722,NORMAL
data-analyst,14278,675,lesson - 675,2020-03-17 16:14:13.0000000,2020-03-18 03:53:59.0000000,41986,NORMAL
software-engineer,11628,933,lesson - 933,2020-03-17 16:17:31.0000000,2020-04-15 05:59:17.0000000,2468506,NORMAL
data-scientist,12916,558,lesson - 558,2020-03-17 16:20:45.0000000,2020-03-18 08:29:47.0000000,58142,NORMAL
data-scientist,12548,663,lesson - 663,2020-03-17 16:22:59.0000000,2020-05-12 04:21:10.0000000,4795091,NORMAL
data-scientist,10301,370,lesson - 370,2020-03-17 16:23:25.0000000,2020-03-21 20:03:15.0000000,358790,NORMAL
data-analyst,14535,207,lesson - 207,2020-03-17 16:34:27.0000000,2020-04-30 04:16:12.0000000,3757305,NORMAL
data-analyst,11882,331,lesson - 331,2020-03-17 16:39:06.0000000,2020-03-17 19:50:43.0000000,11497,NORMAL
data-analyst,11990,575,lesson - 575,2020-03-17 16:39:25.0000000,2020-04-08 11:20:47.0000000,1881682,NORMAL
data-scientist,13037,919,lesson - 919,2020-03-17 16:40:50.0000000,2020-03-25 02:45:27.0000000,641077,NORMAL
data-scientist,10855,705,lesson - 705,2020-03-17 16:42:17.0000000,2020-03-28 08:24:36.0000000,920539,NORMAL
data-scientist,12593,788,lesson - 788,2020-03-17 16:46:26.0000000,2020-03-21 02:57:23.0000000,295857,NORMAL
data-scientist,12657,718,lesson - 718,2020-03-17 16:48:58.0000000,2020-03-24 08:26:30.0000000,574652,NORMAL
software-engineer,11716,939,lesson - 939,2020-03-17 16:50:09.0000000,2020-04-10 18:03:45.0000000,2078016,NORMAL
data-analyst,13416,261,lesson - 261,2020-03-17 16:52:17.0000000,2020-04-05 18:10:35.0000000,1646298,NORMAL
data-analyst,13808,224,lesson - 224,2020-03-17 16:52:33.0000000,2020-03-17 22:17:43.0000000,19510,NORMAL
data-analyst,14130,635,lesson - 635,2020-03-17 16:58:30.0000000,2020-03-25 16:38:33.0000000,690003,NORMAL
software-engineer,12484,870,lesson - 870,2020-03-17 17:05:55.0000000,2020-03-28 13:39:51.0000000,938036,NORMAL
data-analyst,10895,47,lesson - 47,2020-03-17 17:16:17.0000000,2020-03-20 01:38:06.0000000,202909,NORMAL
software-engineer,11644,439,lesson - 439,2020-03-17 17:24:06.0000000,2020-04-06 17:56:51.0000000,1729965,NORMAL
data-analyst,12102,232,lesson - 232,2020-03-17 17:40:09.0000000,2020-04-11 02:26:33.0000000,2105184,NORMAL
software-engineer,12429,302,lesson - 302,2020-03-17 17:44:22.0000000,2020-03-18 05:18:42.0000000,41660,NORMAL
data-scientist,11389,904,lesson - 904,2020-03-17 17:45:11.0000000,2020-03-20 17:50:27.0000000,259516,NORMAL
data-scientist,11226,793,lesson - 793,2020-03-17 17:46:55.0000000,2020-04-16 05:49:13.0000000,2548938,NORMAL
software-engineer,13448,673,lesson - 673,2020-03-17 17:47:46.0000000,2020-03-20 06:25:21.0000000,218255,NORMAL
software-engineer,11379,115,lesson - 115,2020-03-17 17:48:25.0000000,2020-04-13 10:57:36.0000000,2308151,NORMAL
software-engineer,14831,784,lesson - 784,2020-03-17 17:53:08.0000000,2020-03-27 08:07:46.0000000,828878,NORMAL
software-engineer,12340,458,lesson - 458,2020-03-17 17:59:25.0000000,2020-04-09 13:19:58.0000000,1970433,NORMAL
software-engineer,10565,612,lesson - 612,2020-03-17 17:59:28.0000000,2020-03-24 03:37:37.0000000,553089,NORMAL
data-analyst,13744,601,lesson - 601,2020-03-17 18:13:41.0000000,2020-03-21 02:25:51.0000000,288730,NORMAL
data-scientist,11452,482,lesson - 482,2020-03-17 18:16:01.0000000,2020-03-18 12:14:53.0000000,64732,NORMAL
data-scientist,10324,15,lesson - 15,2020-03-17 18:19:37.0000000,2020-03-23 21:16:46.0000000,529029,NORMAL
data-scientist,13850,591,lesson - 591,2020-03-17 18:24:48.0000000,2020-03-22 02:18:14.0000000,374006,NORMAL
software-engineer,13533,971,lesson - 971,2020-03-17 18:25:47.0000000,2020-03-17 19:25:03.0000000,3556,NORMAL
data-analyst,11234,675,lesson - 675,2020-03-17 19:00:35.0000000,2020-03-23 10:57:13.0000000,489398,NORMAL
data-scientist,13057,704,lesson - 704,2020-03-17 19:05:25.0000000,2020-03-18 20:34:46.0000000,91761,NORMAL
software-engineer,10592,735,lesson - 735,2020-03-17 19:17:13.0000000,2020-04-04 15:05:21.0000000,1540088,NORMAL
software-engineer,13533,838,lesson - 838,2020-03-17 19:25:03.0000000,2020-04-08 05:25:52.0000000,1850449,NORMAL
software-engineer,11675,26,lesson - 26,2020-03-17 19:38:19.0000000,2020-04-15 00:35:28.0000000,2437029,NORMAL
data-analyst,11694,465,lesson - 465,2020-03-17 19:43:00.0000000,2020-03-28 21:54:09.0000000,958269,NORMAL
data-scientist,11092,222,lesson - 222,2020-03-17 19:44:07.0000000,2020-03-24 12:38:42.0000000,579275,NORMAL
data-scientist,14464,859,lesson - 859,2020-03-17 19:49:42.0000000,2020-03-20 02:26:49.0000000,196627,NORMAL
data-analyst,11882,495,lesson - 495,2020-03-17 19:50:43.0000000,2020-04-02 16:07:46.0000000,1369023,NORMAL
data-scientist,12774,951,lesson - 951,2020-03-17 19:56:34.0000000,2020-03-18 05:21:38.0000000,33904,NORMAL
data-scientist,14417,926,lesson - 926,2020-03-17 20:07:12.0000000,2020-03-27 13:44:45.0000000,841053,NORMAL
data-analyst,11954,914,lesson - 914,2020-03-17 20:09:05.0000000,2020-04-06 19:19:19.0000000,1725014,NORMAL
data-scientist,14533,471,lesson - 471,2020-03-17 20:17:50.0000000,2020-03-20 19:58:59.0000000,258069,NORMAL
data-scientist,14592,827,lesson - 827,2020-03-17 20:23:00.0000000,2020-03-28 12:04:16.0000000,920476,NORMAL
data-analyst,13329,33,lesson - 33,2020-03-17 20:24:08.0000000,2020-03-29 13:34:16.0000000,1012208,NORMAL
data-scientist,10548,173,lesson - 173,2020-03-17 20:25:59.0000000,2020-04-06 03:35:46.0000000,1667387,NORMAL
data-analyst,12487,508,lesson - 508,2020-03-17 20:31:42.0000000,2020-04-05 21:36:20.0000000,1645478,NORMAL
software-engineer,11972,673,lesson - 673,2020-03-17 20:37:49.0000000,2020-03-19 03:09:45.0000000,109916,NORMAL
data-scientist,10678,222,lesson - 222,2020-03-17 20:48:42.0000000,2020-05-03 04:06:51.0000000,4000689,NORMAL
data-scientist,14827,756,lesson - 756,2020-03-17 20:52:33.0000000,2020-03-24 20:23:57.0000000,603084,NORMAL
data-analyst,13394,158,lesson - 158,2020-03-17 20:52:50.0000000,2020-04-06 06:13:47.0000000,1675257,NORMAL
data-scientist,13605,127,lesson - 127,2020-03-17 21:03:31.0000000,2020-03-26 00:36:02.0000000,703951,NORMAL
software-engineer,14270,182,lesson - 182,2020-03-17 21:09:01.0000000,2020-04-06 08:22:52.0000000,1682031,NORMAL
data-scientist,10585,205,lesson - 205,2020-03-17 21:11:46.0000000,2020-03-30 01:02:36.0000000,1050650,NORMAL
data-scientist,13943,802,lesson - 802,2020-03-17 21:12:39.0000000,2020-03-20 12:17:37.0000000,227098,NORMAL
data-scientist,11512,726,lesson - 726,2020-03-17 21:21:15.0000000,2020-03-19 00:42:12.0000000,98457,NORMAL
data-analyst,11789,270,lesson - 270,2020-03-17 21:25:13.0000000,2020-03-19 21:59:50.0000000,174877,NORMAL
data-scientist,12676,411,lesson - 411,2020-03-17 21:28:17.0000000,2020-03-23 10:16:09.0000000,478072,NORMAL
data-analyst,14209,323,lesson - 323,2020-03-17 21:33:20.0000000,2020-03-20 10:58:57.0000000,221137,NORMAL
data-scientist,12070,879,lesson - 879,2020-03-17 21:38:19.0000000,2020-05-05 20:02:40.0000000,4227861,NORMAL
software-engineer,12003,308,lesson - 308,2020-03-17 21:42:54.0000000,2020-03-20 11:34:05.0000000,222671,NORMAL
data-scientist,13830,387,lesson - 387,2020-03-17 21:44:58.0000000,2020-03-26 13:18:48.0000000,747230,NORMAL
software-engineer,11270,119,lesson - 119,2020-03-17 21:45:47.0000000,2020-03-26 09:48:19.0000000,734552,NORMAL
data-scientist,14480,657,lesson - 657,2020-03-17 21:54:58.0000000,2020-03-23 16:06:40.0000000,497502,NORMAL
data-scientist,11659,942,lesson - 942,2020-03-17 21:58:34.0000000,2020-03-24 23:07:52.0000000,608958,NORMAL
data-analyst,11380,714,lesson - 714,2020-03-17 22:04:15.0000000,2020-03-25 23:02:11.0000000,694676,NORMAL
data-analyst,13808,568,lesson - 568,2020-03-17 22:17:43.0000000,2020-04-08 10:35:42.0000000,1858679,NORMAL
software-engineer,14692,328,lesson - 328,2020-03-17 22:21:53.0000000,2020-04-04 21:37:05.0000000,1552512,NORMAL
software-engineer,13416,552,lesson - 552,2020-03-17 22:33:03.0000000,2020-03-18 13:48:45.0000000,54942,NORMAL
software-engineer,11252,298,lesson - 298,2020-03-17 22:34:17.0000000,2020-03-23 00:37:55.0000000,439418,NORMAL
data-analyst,13534,997,lesson - 997,2020-03-17 22:43:36.0000000,2020-04-04 02:08:35.0000000,1481099,NORMAL
data-analyst,11223,714,lesson - 714,2020-03-17 22:51:21.0000000,2020-03-18 11:19:28.0000000,44887,NORMAL
software-engineer,10367,724,lesson - 724,2020-03-17 22:59:42.0000000,2020-03-29 21:30:11.0000000,1031429,NORMAL
data-scientist,14206,942,lesson - 942,2020-03-17 23:00:11.0000000,2020-04-04 01:30:40.0000000,1477829,NORMAL
data-scientist,14010,825,lesson - 825,2020-03-17 23:01:14.0000000,2020-03-22 05:47:37.0000000,369983,NORMAL
software-engineer,13231,619,lesson - 619,2020-03-17 23:03:44.0000000,2020-03-20 16:43:40.0000000,236396,NORMAL
data-analyst,11773,156,lesson - 156,2020-03-17 23:04:09.0000000,2020-03-25 00:20:53.0000000,609404,NORMAL
data-scientist,12173,185,lesson - 185,2020-03-17 23:09:56.0000000,2020-03-29 08:10:59.0000000,982863,NORMAL
data-scientist,14530,580,lesson - 580,2020-03-17 23:15:12.0000000,2020-03-22 16:48:47.0000000,408815,NORMAL
data-analyst,10611,839,lesson - 839,2020-03-17 23:15:12.0000000,2020-03-21 00:45:47.0000000,264635,NORMAL
software-engineer,11796,357,lesson - 357,2020-03-17 23:18:28.0000000,2020-03-26 11:11:56.0000000,734008,NORMAL
software-engineer,10458,943,lesson - 943,2020-03-17 23:22:45.0000000,2020-03-30 08:33:23.0000000,1069838,NORMAL
data-analyst,11972,124,lesson - 124,2020-03-17 23:23:19.0000000,2020-03-19 06:14:27.0000000,111068,NORMAL
software-engineer,11779,712,lesson - 712,2020-03-17 23:23:27.0000000,2020-03-20 20:53:01.0000000,250174,NORMAL
software-engineer,14204,5,lesson - 5,2020-03-17 23:34:29.0000000,2020-03-22 13:55:10.0000000,397241,NORMAL
software-engineer,14455,12,lesson - 12,2020-03-17 23:37:15.0000000,2020-03-20 03:08:02.0000000,185447,NORMAL
data-scientist,11840,999,lesson - 999,2020-03-17 23:39:31.0000000,2020-04-02 21:23:22.0000000,1374231,NORMAL
software-engineer,11874,928,lesson - 928,2020-03-17 23:40:15.0000000,2020-03-19 05:39:07.0000000,107932,NORMAL
data-analyst,13655,469,lesson - 469,2020-03-17 23:42:22.0000000,2020-03-23 18:31:07.0000000,499725,NORMAL
data-analyst,13140,453,lesson - 453,2020-03-17 23:49:20.0000000,2020-03-23 01:47:00.0000000,439060,NORMAL
data-scientist,12907,555,lesson - 555,2020-03-17 23:50:58.0000000,2020-03-18 06:24:57.0000000,23639,NORMAL
data-scientist,12661,828,lesson - 828,2020-03-17 23:56:53.0000000,2020-03-23 23:34:59.0000000,517086,NORMAL
data-analyst,12138,889,lesson - 889,2020-03-18 00:07:28.0000000,2020-03-23 07:26:20.0000000,458332,NORMAL
software-engineer,14134,204,lesson - 204,2020-03-18 00:11:08.0000000,2020-03-18 05:17:47.0000000,18399,NORMAL
data-analyst,13876,601,lesson - 601,2020-03-18 00:18:18.0000000,2020-03-21 03:43:31.0000000,271513,NORMAL
data-analyst,12916,307,lesson - 307,2020-03-18 00:23:37.0000000,2020-03-24 17:20:17.0000000,579400,NORMAL
data-analyst,12594,856,lesson - 856,2020-03-18 00:24:55.0000000,2020-03-19 15:36:21.0000000,141086,NORMAL
data-analyst,12047,142,lesson - 142,2020-03-18 00:26:01.0000000,2020-03-20 07:12:04.0000000,197163,NORMAL
data-scientist,10343,100,lesson - 100,2020-03-18 00:30:36.0000000,2020-03-21 13:15:29.0000000,305093,NORMAL
software-engineer,12204,507,lesson - 507,2020-03-18 01:09:50.0000000,2020-03-20 05:23:44.0000000,188034,NORMAL
software-engineer,14187,275,lesson - 275,2020-03-18 01:10:44.0000000,2020-03-21 23:50:01.0000000,340757,NORMAL
software-engineer,12257,498,lesson - 498,2020-03-18 01:19:19.0000000,2020-03-31 15:22:34.0000000,1173795,NORMAL
data-scientist,11164,426,lesson - 426,2020-03-18 01:20:59.0000000,2020-04-07 18:50:10.0000000,1790951,NORMAL
data-scientist,14236,36,lesson - 36,2020-03-18 01:22:58.0000000,2020-03-20 05:13:17.0000000,186619,NORMAL
data-analyst,13982,261,lesson - 261,2020-03-18 01:27:11.0000000,2020-04-05 19:01:34.0000000,1618463,NORMAL
data-scientist,12643,917,lesson - 917,2020-03-18 01:40:49.0000000,2020-03-24 17:20:44.0000000,574795,NORMAL
software-engineer,10926,794,lesson - 794,2020-03-18 01:41:19.0000000,2020-03-21 16:46:46.0000000,313527,NORMAL
data-scientist,10014,584,lesson - 584,2020-03-18 01:52:09.0000000,2020-03-23 12:39:50.0000000,470861,NORMAL
software-engineer,12150,26,lesson - 26,2020-03-18 01:59:52.0000000,2020-03-20 13:47:02.0000000,215230,NORMAL
data-analyst,14915,74,lesson - 74,2020-03-18 02:02:48.0000000,2020-04-02 15:01:03.0000000,1342695,NORMAL
data-scientist,13715,917,lesson - 917,2020-03-18 02:05:16.0000000,2020-03-22 06:48:13.0000000,362577,NORMAL
data-analyst,12854,162,lesson - 162,2020-03-18 02:10:17.0000000,2020-04-01 13:27:56.0000000,1250259,NORMAL
data-scientist,12583,250,lesson - 250,2020-03-18 02:17:55.0000000,2020-05-02 23:57:20.0000000,3965965,NORMAL
data-scientist,12616,899,lesson - 899,2020-03-18 02:18:48.0000000,2020-03-19 11:05:55.0000000,118027,NORMAL
data-scientist,14421,892,lesson - 892,2020-03-18 02:30:29.0000000,2020-03-20 05:55:44.0000000,185115,NORMAL
software-engineer,11498,509,lesson - 509,2020-03-18 02:37:28.0000000,2020-04-03 19:46:18.0000000,1444130,NORMAL
data-scientist,12831,337,lesson - 337,2020-03-18 02:39:53.0000000,2020-04-17 01:49:09.0000000,2588956,NORMAL
software-engineer,10437,197,lesson - 197,2020-03-18 02:49:15.0000000,2020-03-28 01:07:06.0000000,857871,NORMAL
data-scientist,11062,69,lesson - 69,2020-03-18 02:53:54.0000000,2020-03-18 19:34:26.0000000,60032,NORMAL
data-analyst,12646,575,lesson - 575,2020-03-18 02:56:38.0000000,2020-03-24 13:11:00.0000000,555262,NORMAL
data-scientist,11953,804,lesson - 804,2020-03-18 03:02:30.0000000,2020-03-23 05:39:18.0000000,441408,NORMAL
software-engineer,13188,335,lesson - 335,2020-03-18 03:04:16.0000000,2020-03-22 18:32:07.0000000,401271,NORMAL
data-analyst,10367,381,lesson - 381,2020-03-18 03:08:06.0000000,2020-04-05 00:15:24.0000000,1544838,NORMAL
data-analyst,12050,527,lesson - 527,2020-03-18 03:08:48.0000000,2020-04-12 23:12:36.0000000,2232228,NORMAL
data-scientist,10458,561,lesson - 561,2020-03-18 03:09:42.0000000,2020-04-17 06:25:39.0000000,2603757,NORMAL
data-scientist,12922,291,lesson - 291,2020-03-18 03:16:36.0000000,2020-05-02 21:58:59.0000000,3955343,NORMAL
data-analyst,12505,831,lesson - 831,2020-03-18 03:18:19.0000000,2020-03-20 08:16:15.0000000,190676,NORMAL
data-analyst,12910,381,lesson - 381,2020-03-18 03:19:07.0000000,2020-03-24 21:57:41.0000000,585514,NORMAL
software-engineer,12569,204,lesson - 204,2020-03-18 03:33:44.0000000,2020-03-25 20:40:20.0000000,666396,NORMAL
data-scientist,14456,756,lesson - 756,2020-03-18 03:35:52.0000000,2020-03-22 15:16:28.0000000,387636,NORMAL
data-analyst,12161,575,lesson - 575,2020-03-18 03:37:44.0000000,2020-03-28 08:38:52.0000000,882068,NORMAL
data-analyst,12327,723,lesson - 723,2020-03-18 03:52:23.0000000,2020-03-21 13:31:03.0000000,293920,NORMAL
data-analyst,14278,39,lesson - 39,2020-03-18 03:53:59.0000000,2020-03-30 07:31:59.0000000,1049880,NORMAL
data-analyst,12071,50,lesson - 50,2020-03-18 03:58:58.0000000,2020-04-09 05:28:21.0000000,1906163,NORMAL
data-scientist,11054,420,lesson - 420,2020-03-18 04:06:16.0000000,2020-03-24 21:56:46.0000000,582630,NORMAL
data-analyst,10470,787,lesson - 787,2020-03-18 04:17:25.0000000,2020-04-10 04:05:49.0000000,1986504,NORMAL
software-engineer,11872,987,lesson - 987,2020-03-18 04:27:57.0000000,2020-03-25 21:42:04.0000000,666847,NORMAL
data-analyst,14098,962,lesson - 962,2020-03-18 04:33:28.0000000,2020-03-21 23:17:33.0000000,326645,NORMAL
software-engineer,11819,746,lesson - 746,2020-03-18 04:37:49.0000000,2020-03-26 02:12:45.0000000,682496,NORMAL
data-analyst,10774,89,lesson - 89,2020-03-18 04:45:43.0000000,2020-03-19 12:38:17.0000000,114754,NORMAL
data-scientist,13905,634,lesson - 634,2020-03-18 04:47:11.0000000,2020-03-19 01:35:26.0000000,74895,NORMAL
data-analyst,11840,792,lesson - 792,2020-03-18 04:50:34.0000000,2020-03-22 20:13:34.0000000,400980,NORMAL
data-analyst,12133,307,lesson - 307,2020-03-18 04:57:07.0000000,2020-04-01 10:42:44.0000000,1230337,NORMAL
software-engineer,10462,304,lesson - 304,2020-03-18 05:05:58.0000000,2020-03-21 20:20:25.0000000,314067,NORMAL
software-engineer,14134,298,lesson - 298,2020-03-18 05:17:47.0000000,2020-03-29 09:09:32.0000000,964305,NORMAL
software-engineer,12429,283,lesson - 283,2020-03-18 05:18:42.0000000,2020-03-29 15:54:48.0000000,988566,NORMAL
data-scientist,12774,76,lesson - 76,2020-03-18 05:21:38.0000000,2020-03-28 16:52:16.0000000,905438,NORMAL
data-analyst,10053,421,lesson - 421,2020-03-18 05:32:40.0000000,2020-03-24 17:19:26.0000000,560806,NORMAL
data-scientist,11179,615,lesson - 615,2020-03-18 05:35:36.0000000,2020-04-07 18:28:50.0000000,1774394,NORMAL
data-scientist,10467,113,lesson - 113,2020-03-18 05:52:11.0000000,2020-03-24 14:48:09.0000000,550558,NORMAL
data-scientist,11932,383,lesson - 383,2020-03-18 06:15:05.0000000,2020-03-20 06:52:17.0000000,175032,NORMAL
data-analyst,11098,736,lesson - 736,2020-03-18 06:21:34.0000000,2020-03-21 03:33:22.0000000,249108,NORMAL
software-engineer,14907,290,lesson - 290,2020-03-18 06:23:11.0000000,2020-03-19 22:38:03.0000000,144892,NORMAL
data-scientist,12907,956,lesson - 956,2020-03-18 06:24:57.0000000,2020-03-21 09:38:54.0000000,270837,NORMAL
data-scientist,12105,105,lesson - 105,2020-03-18 06:33:33.0000000,2020-03-21 05:56:59.0000000,257006,NORMAL
software-engineer,13875,483,lesson - 483,2020-03-18 06:35:53.0000000,2020-03-26 01:52:20.0000000,674187,NORMAL
data-analyst,14520,823,lesson - 823,2020-03-18 06:50:28.0000000,2020-04-02 09:54:41.0000000,1307053,NORMAL
software-engineer,13926,352,lesson - 352,2020-03-18 06:54:36.0000000,2020-03-19 06:38:43.0000000,85447,NORMAL
data-scientist,11989,100,lesson - 100,2020-03-18 07:05:37.0000000,2020-03-19 11:28:16.0000000,102159,NORMAL
data-analyst,12261,140,lesson - 140,2020-03-18 07:05:56.0000000,2020-03-24 14:19:39.0000000,544423,NORMAL
software-engineer,11092,786,lesson - 786,2020-03-18 07:11:34.0000000,2020-03-21 09:20:43.0000000,266949,NORMAL
